欄位名稱(中),原始欄位名稱,資料表名稱,資料層級,欄位名稱(英),中文值標籤,序號,型態,簡易說明,資料變動說明,本單位新增,資料涵蓋學年度
,單位代碼,校15.學校開設全外語授課之院、系所、學位學程-以「系(所)」統計,,,,6,object,,,0.0,107 ;108 ;109 ;110
,單位名稱,校15.學校開設全外語授課之院、系所、學位學程-以「系(所)」統計,,,,7,object,,,0.0,107 ;108 ;109 ;110
,學制班別,校15.學校開設全外語授課之院、系所、學位學程-以「系(所)」統計,,,,8,object,,,0.0,107 ;108 ;109 ;110
,授課語言,校15.學校開設全外語授課之院、系所、學位學程-以「系(所)」統計,,,,9,object,,,0.0,107 ;108 ;109 ;110
,修習全外語院、系所、學位學程之學生人數-本國學生數-小計,校15.學校開設全外語授課之院、系所、學位學程-以「系(所)」統計,,,,10,int64,,,0.0,107 ;108 ;109 ;110
,修習全外語院、系所、學位學程之學生人數-本國學生數-男,校15.學校開設全外語授課之院、系所、學位學程-以「系(所)」統計,,,,11,int64,,,0.0,107 ;108 ;109 ;110
,修習全外語院、系所、學位學程之學生人數-本國學生數-女,校15.學校開設全外語授課之院、系所、學位學程-以「系(所)」統計,,,,12,int64,,,0.0,107 ;108 ;109 ;110
,修習全外語院、系所、學位學程之學生人數-境外學生數-小計,校15.學校開設全外語授課之院、系所、學位學程-以「系(所)」統計,,,,13,int64,,,0.0,107 ;108 ;109 ;110
,修習全外語院、系所、學位學程之學生人數-境外學生數-男,校15.學校開設全外語授課之院、系所、學位學程-以「系(所)」統計,,,,14,int64,,,0.0,107 ;108 ;109 ;110
,修習全外語院、系所、學位學程之學生人數-境外學生數-女,校15.學校開設全外語授課之院、系所、學位學程-以「系(所)」統計,,,,15,int64,,,0.0,107 ;108 ;109 ;110
,學年度,校16.私立學校校長、董事會成員之配偶及三親等任職學校人數-以「校」統計,,,,1,int64,,,0.0,111
